filename	Name in catalogue	Original title	Transliterated title	Type	year	collector	place	performer	archive reference	original metadata	Number of voices	Performer gender or age	audio recording	additional remarks
Vinnytsia_333_Kotyvsia horshchyk	ОК-КП	Котивсіа горшчик 	Kotyvsia horshchyk 	Summer	1920	Танцюра Гнат	с. Зятківці Гайсинського р-ну Вінницької обл. 	Явдоха Зуїха, 1855 р. н.	ІМФЕ, ф. 31-2, од. зб. 48,  арк. 16,  № 44. 	"Зап. у 1918-1920 рр. Танцюра Г. Т. у с. Зятківці Гайсинського р-ну Вінницької обл. від Явдохи Зу-
їхи. – ІМФЕ, ф. 31-2, од. зб. 48,  арк. 16,  № 44. Текст надр.: Пісні Явдохи Зуїхи, с. 83."	unison			Текст надр.: Пісні Явдохи Зуїхи, с. 83
Vinnytsia_334_Oi na Ivana, na Kupaila	ОК-КП-06	Оі на Івана, на Купаіла 	Oi na Ivana, na Kupaila 	Summer	1961	Ященко Леопольд	с. Біличин Барського р-ну Вінницької обл. 	Котик А. П. 	ІМФЕ, ф. 14-3, од. зб. 330, арк. 36-37.	"Зап. 1961 р. Ященко Л. І. у с. Біличин Барського р-ну Вінницької обл. від Котик А. П. – ІМФЕ, ф. 
14-3, од. зб. 330, арк. 36-37."	unison			
Vinnytsia_335v_Na Kupaila, na Ivana	ОК-КП-06	На Купаіла, на Івана 	Na Kupaila, na Ivana 	Summer	2008	Матіяш Д., Кушка Т. 	с. Бірків Літинського р-ну Вінницької обл.	гурт	Транскрибування:  Єфремова Л. О., № 2 (72).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. від 
однієї жінки. Розшифр. Єфремова Л. О. № 59 (439). Вар. зап. 09.06 2008 р. Матіяш Д., Кушка Т. 
у с. Бірків Літинського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 2 (72)."	2 voices	group of singers		
Vinnytsia_335_Na Kupaila, na Ivana	ОК-КП-06	На Купаіла, на Івана 	Na Kupaila, na Ivana 	Summer	2007	Кушка Т. Я., Матіяш Д. В.	с. Устя Бершадського р-ну Вінницької обл. 	"
жінка "	Транскрибування:  Єфремова Л. О. № 59 (439).	"Зап. у лютому 2007 р. Кушка Т. Я., Матіяш Д. В. у с. Устя Бершадського р-ну Вінницької обл. від 
однієї жінки. Розшифр. Єфремова Л. О. № 59 (439). Вар. зап. 09.06 2008 р. Матіяш Д., Кушка Т. 
у с. Бірків Літинського р-ну Вінницької обл. від гурту. Розшифр. Єфремова Л. О., № 2 (72)."	unison	woman		
Vinnytsia_336_Oi u Lylakh doshchik ide	ОК-КП-06	Оі у Лилах дошчік іде 	Oi u Lylakh doshchik ide 	Summer	-	 Матіяш Д., Кушка Т.	с. Стіна Томашпільського р-ну Вінницької обл. 	-	Транскрибування:  Єфремова Л.О., № 5 (249).	"Зап. Матіяш Д., Кушка Т. у с. Стіна Томашпільського р-ну Вінницької обл. Розшифр. Єфремова Л. 
О., № 5 (249)."	2 voices			
Vinnytsia_337_Oi za horodom shafran, shafran	ОК-КП-07	Оі за городом шафран, шафран 	Oi za horodom shafran, shafran 	Summer	1963	Експедиція ІМФЕ, керівник Ященко Леопольд	c. Іванівці Барського р-ну Вінницької обл. 	гурт доярок 	ІМФЕ, ф. 14-5, од. зб. 380, арк. 84-85, № 40, фонозапис ф. 14-10, од. зб. 985-987. 	"Зап. 1963 р. Експедиція ІМФЕ, керівник Ященко Леопольд у c. Іванівці Барського р-ну Вінницької обл. від гурту 
доярок. – ІМФЕ, ф. 14-5, од. зб. 380, арк. 84-85, № 40; фонозапис ф. 14-10, од. зб. 985-987. "	heterophony	group of singers	фонозапис ф. 14-10, од. зб. 985-987	
Vinnytsia_338_Oi ty, Halyno, oi ty, oi ty	ОК-КП-07	Оі ти, Галино, оі ти, оі ти 	Oi ty, Halyno, oi ty, oi ty 	Summer	2011	Гарбулінська Тетяна	с. Думенки Хмільницького р-ну Вінницької обл. 	Ющинська М. П., Сторожук А. Р. 	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 13 (57).	"Зап. 2011 р. Гарбулінська Т. Є. у с. Думенки Хмільницького р-ну Вінницької обл. від Ющинської 
М. П. та Сторожук А. Р. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 13 (57)."	2 voices	women		
Vinnytsia_339_A v zelenomu machku	ОК-ТМ-01+ОК-КП-07	А в зеленому мачку 	A v zelenomu machku 	Summer	1937	Стельмах М., Музиченко Д. (мелодія)	с. Дяківці Літинського р-ну Вінницької обл. 	"
Поріцька Килина, 20 р. "	"ІМФЕ, ф. 8-3, од. зб. 211, арк. 16 зв.-17 (текст), арк. 31 (мел.), № 27. 
В жнива."	"Зап. 1937 р. Стельмах М., Музиченко Д. (мел.) у с. Дяківці Літинського р-ну Вінницької обл. від 
Килини Поріцької, 20 р. – ІМФЕ, ф. 8-3, од. зб. 211, арк. 16 зв.-17 (текст), арк. 31 (мел.), № 27. 
В жнива."	unison	woman		Пісня співається в жнива
Vinnytsia_340_Oi na lotokakh voda teche	ОК-КП	Оі на лотоках вода тече 	Oi na lotokakh voda teche 	Summer	2018	Гарбулінська Тетяна	с. Бджільна Теплицького р-ну Вінницької обл. 	-	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 20 (127). Зазначено, що веснянка.	"Зап. 30 березня 2018 р. Гарбулінська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. З фон-
дів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 20 (127). Зазначено, що веснянка."	unison			
Vinnytsia_341_Oi na vulytsi dudka hraie	ОК-ПК	Оі на вулиці дудка граіе 	Oi na vulytsi dudka hraie 	Summer	2015	Гарбулінська Тетяна	"с. Бирлівка Бершадського 
р-ну Вінницької обл. "	"фольклорний ансамбль ""Берегиня"""	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 2 (142).	"Зап. 26 лютого 2015 р. Гарбулінська Т. Є. від фольк. анс. ""Берегиня"" з с. Бирлівка Бершадського 
р-ну Вінницької обл. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 2 (142)."	unison	folklore ensemble		
Vinnytsia_342_Pryletiv shuliak iz vulytsi	ОК-КП	Прилетів шуліак із вулиці 	Pryletiv shuliak iz vulytsi 	Summer	2009	Кушка Т Я., Матіяш Д. В.	с. Білки Іллінецького р-ну Вінницької обл. 	"Фольклорний ансамбль ""Джерело"" "	Транскрибування:  Єфремова Л. О., № 12.	"Зап. 10.05 2009 р. Кушка Т Я., Матіяш Д. В. у с. Білки Іллінецького р-ну Вінницької обл. від 
фольк. анс. ""Джерело""(кер. Білкун І. С.), № 13. Розшифр. Єфремова Л. О., № 12."	heterophony	"
folklore ensemble"		Керівник ансамблю Білкун І. С.
Vinnytsia_343_Oi luhom, luhom, luzhynoiu	ОК-КП	Оі лугом, лугом, лужиноіу 	Oi luhom, luhom, luzhynoiu 	Summer	2011	Гарбулінська Тетяна	с. Думенки Хмільницького р-ну Вінницької обл. 	"
Ющинська М. П., Сторожук А. Р.  "	"З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 
15 (59)."	"Зап. 24 листопада 2011 р. Гарбулінська Т. Є. у с. Думенки Хмільницького р-ну Вінницької обл. від 
Ющинської М. П. та Сторожук А. Р.  З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 
15 (59)."	unison	women		
Vinnytsia_344_Oi lisom, lisom, dolynoiu	ОК-КП	Оі лісом, лісом, долиноіу 	Oi lisom, lisom, dolynoiu 	Summer	2018	Гарбулинська Т. Є.	с. Бджільна Теплицького р-ну Вінницької обл. 	"Жарій І., Ільтєшина Т. М., Тиха О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішина А. С., Жарій О. 
В., Щербацькая Н. І., Оєва Д. М. "	"З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 23 
(130)."	"Зап. 30 березня 2018 р. Гарбулинська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. від Жа-
рій І., Ільтєшиної Т. М., Тихої О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішиної А. С., Жарій О. 
В., Щербацької Н. І., Оєвої Д. М. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 23 
(130)."	unison	women		
Vinnytsia_345_Oi lisom, lisom, selom, selom	ОК-КП	Оі лісом, лісом, селом, селом 	Oi lisom, lisom, selom, selom 	Summer	2018	Гарбулинська Т. Є.	с. Бджільна Теплицького р-ну Вінницької обл. 	"Жарій І., Ільтєшина Т. М., Тиха О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішина А. С., Жарій О. 
В., Щербацькая Н. І., Оєва Д. М. "	З фондів Вінницького ОЦНТ. Транскрибування:  Єфремова Л. О., № 25 (132).	"Зап. 30 березня 2018 р. Гарбулинська Т. Є. у с. Бджільна Теплицького р-ну Вінницької обл. від Жа-
рій І., Ільтєшиної Т. М., Тихої О. Д., Хрущ О. Є., Прокопенко Т. Ф., Ніколішиної А. С., Жарій О. 
В., Щербацької Н. І., Оєвої Д. М. З фондів Вінницького ОЦНТ. Розшифр. Єфремова Л. О., № 25 (132)."	unison	women		
Vinnytsia_346_[Khytki] buly ti vorota ta y upaly	ОК-КП	[Хиткі] були ті ворота та и упали 	[Khytki] buly ti vorota ta y upaly 	Summer	2008	Матіяш Д., Кушка Т.	с. Бірків Літинського р-ну Вінницької обл. 	гурт	Транскрибування:  Єфремова Л. О., № 1 (64).	"Зап. 2008 р. Матіяш Д., Кушка Т. у с. Бірків Літинського р-ну Вінницької обл. від гурту. Розшифр. 
Єфремова Л. О., № 1 (64)."	2 voices	group of singers		
Vinnytsia_347_Oi vyrosla topolia krai polia	ОК-КП	Оі виросла тополіа краі поліа 	Oi vyrosla topolia krai polia 	Summer	1927	Корсовецький Орест	"с. Ковалівка Вінницької окр. (нині Немирівського р-ну Він-
ницької обл. "	Тульчинецька Устя 	ІМФЕ, ф. 6-4, од. зб. 157, арк. 5 зв. (9), № 5.	"Зап. 23.VI 1927 р. Корсовецький О. у с. Ковалівка Вінницької окр. (нині Немирівського р-ну Він-
ницької обл. від Усті Тульчинецької. – ІМФЕ, ф. 6-4, од. зб. 157, арк. 5 зв. (9), № 5."	unison	woman		
Vinnytsia_348_Na Kupaila	ОК-КР-01	На Купаіла 	Na Kupaila 	Summer	1926	Гайдай Михайло	"м. Браїлов нині Жмеринського 
р-ну Вінницької обл.) "	баба Параска Перепелиха, 78 р. 	"
ІМФЕ, ф. 6-3, од. зб. 69, арк. 12 (6 зв.), № 16."	"Зап. 1926 р. Гайдай М. П. у м. Браїлов нині Жмеринського 
р-ну Вінницької обл.) від баби Параски Перепелихи, 78 р. – 
ІМФЕ, ф. 6-3, од. зб. 69, арк. 12 (6 зв.), № 16."	unison	woman		
